"Year","Country","Total","Solid.Fuel","Liquid.Fuel","Gas.Fuel","Cement","Gas.Flaring","Per.Capita","Pop","PercentElectrified","HDEvIndx","LifeTime","PopExposed","RuralPercent","UrbanPercent"
1984,"MOROCCO",4858,586,3741,44,488,NA,0.22,22081818.1818182,NA,NA,60.717,NA,55.937,44.063
1985,"MOROCCO",4872,670,3655,45,502,NA,0.22,22145454.5454545,NA,NA,61.469,NA,55.221,44.779
1986,"MOROCCO",5149,1097,3496,48,509,NA,0.23,22386956.5217391,NA,NA,62.188,NA,54.502,45.498
1987,"MOROCCO",5486,1234,3696,39,518,NA,0.24,22858333.3333333,NA,NA,62.877,NA,53.781,46.219
1988,"MOROCCO",5775,1209,3948,44,574,NA,0.24,24062500,NA,NA,63.535,NA,53.057,46.943
1989,"MOROCCO",6250,1304,4342,32,571,NA,0.26,24038461.5384615,NA,NA,64.157,NA,52.334,47.666
1990,"MOROCCO",6420,1278,4541,30,571,NA,0.26,24692307.6923077,NA,0.458,64.732,100,51.609,48.391
1991,"MOROCCO",6811,1478,4527,20,785,NA,0.27,25225925.9259259,NA,0.464,65.251,NA,50.883,49.117
1992,"MOROCCO",7101,1266,4961,13,862,NA,0.28,25360714.2857143,49.2,0.468,65.715,NA,50.156,49.844
1993,"MOROCCO",7695,1452,5367,13,864,NA,0.29,26534482.7586207,54.804,0.474,66.128,NA,49.431,50.569
1994,"MOROCCO",8083,1613,5595,12,864,NA,0.3,26943333.3333333,56.936,0.485,66.501,NA,48.705,51.295
1995,"MOROCCO",8283,1904,5501,7,871,NA,0.31,26719354.8387097,56.5,0.489,66.846,100,48.308,51.692
1996,"MOROCCO",8507,2377,5224,9,896,NA,0.31,27441935.483871,61.21,0.499,67.175,NA,47.978,52.022
1997,"MOROCCO",8689,2256,5431,18,984,NA,0.31,28029032.2580645,63.354,0.503,67.508,NA,47.65,52.35
1998,"MOROCCO",8737,2491,5220,18,1008,NA,0.31,28183870.9677419,65.502,0.51,67.86,NA,47.322,52.678
1999,"MOROCCO",9041,2411,5586,21,1024,NA,0.32,28253125,67.65,0.52,68.245,NA,46.993,53.007
2000,"MOROCCO",9246,2737,5383,24,1102,NA,0.32,28893750,69.794,0.53,68.684,100,46.665,53.335
2001,"MOROCCO",10285,3486,5415,23,1360,NA,0.35,29385714.2857143,71.929,0.541,69.193,NA,46.338,53.662
2002,"MOROCCO",10432,3577,5445,23,1387,NA,0.35,29805714.2857143,74.049,0.552,69.769,NA,46.01,53.99
2003,"MOROCCO",10243,3339,5469,22,1414,NA,0.34,30126470.5882353,76.15,0.563,70.399,NA,45.683,54.317
2004,"MOROCCO",11811,3736,6552,27,1496,NA,0.39,30284615.3846154,78.2,0.572,71.067,NA,45.356,54.644
2005,"MOROCCO",12482,3844,6906,237,1496,NA,0.41,30443902.4390244,80.278,0.58,71.746,100,44.826,55.174
2006,"MOROCCO",12933,4012,7078,299,1544,NA,0.42,30792857.1428571,96.5,0.586,72.403,NA,44.254,55.746
2007,"MOROCCO",13708,4115,7513,339,1740,NA,0.45,30462222.2222222,84.347,0.594,73.009,NA,43.683,56.317
2008,"MOROCCO",14426,3854,8357,304,1910,NA,0.47,30693617.0212766,86.392,0.602,73.546,NA,43.114,56.886
2009,"MOROCCO",14312,3594,8414,330,1975,NA,0.44,32527272.7272727,88.463,0.608,74.003,NA,42.548,57.452
2010,"MOROCCO",15260,3609,9391,356,1904,NA,0.47,32468085.106383,90.572,0.616,74.382,100,41.982,58.018
2011,"MOROCCO",15731,3869,9508,450,1904,NA,0.48,32772916.6666667,92.73,0.626,74.696,100,41.419,58.581
2012,"MOROCCO",17107,3991,10251,651,2213,NA,0.51,33543137.254902,94.931,0.635,74.97,100,40.858,59.142
2013,"MOROCCO",16112,3104,10067,646,2294,NA,0.47,34280851.0638298,97.167,0.645,75.227,100,40.3,59.7
2014,"MOROCCO",16325,4176,9384,629,2137,NA,0.47,34734042.5531915,91.6,0.65,75.477,100,39.744,60.256
1927,"MOZAMBIQUE",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1928,"MOZAMBIQUE",6,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1929,"MOZAMBIQUE",3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1930,"MOZAMBIQUE",3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1931,"MOZAMBIQUE",3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1932,"MOZAMBIQUE",17,14,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1933,"MOZAMBIQUE",14,12,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1934,"MOZAMBIQUE",18,16,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1935,"MOZAMBIQUE",13,11,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1936,"MOZAMBIQUE",14,12,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1937,"MOZAMBIQUE",16,14,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1938,"MOZAMBIQUE",11,7,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1939,"MOZAMBIQUE",18,14,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1940,"MOZAMBIQUE",18,14,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1941,"MOZAMBIQUE",16,12,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1942,"MOZAMBIQUE",8,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1943,"MOZAMBIQUE",14,9,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,"MOZAMBIQUE",15,12,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945,"MOZAMBIQUE",13,9,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946,"MOZAMBIQUE",15,12,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947,"MOZAMBIQUE",16,12,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,"MOZAMBIQUE",12,7,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949,"MOZAMBIQUE",16,9,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950,"MOZAMBIQUE",246,196,44,NA,7,NA,0.04,6150000,NA,NA,NA,NA,NA,NA
1951,"MOZAMBIQUE",254,193,50,NA,11,NA,0.04,6350000,NA,NA,NA,NA,NA,NA
1952,"MOZAMBIQUE",293,226,56,NA,11,NA,0.04,7325000,NA,NA,NA,NA,NA,NA
1953,"MOZAMBIQUE",295,224,59,NA,12,NA,0.04,7375000,NA,NA,NA,NA,NA,NA
1954,"MOZAMBIQUE",312,235,64,NA,14,NA,0.05,6240000,NA,NA,NA,NA,NA,NA
1955,"MOZAMBIQUE",375,284,71,NA,19,NA,0.05,7500000,NA,NA,NA,NA,NA,NA
1956,"MOZAMBIQUE",424,322,80,NA,21,NA,0.06,7066666.66666667,NA,NA,NA,NA,NA,NA
1957,"MOZAMBIQUE",483,371,89,NA,23,NA,0.07,6900000,NA,NA,NA,NA,NA,NA
1958,"MOZAMBIQUE",496,372,100,NA,24,NA,0.07,7085714.28571429,NA,NA,NA,NA,NA,NA
1959,"MOZAMBIQUE",490,358,103,NA,29,NA,0.07,7e+06,NA,NA,NA,NA,NA,NA
1960,"MOZAMBIQUE",514,365,119,NA,30,NA,0.07,7342857.14285714,NA,NA,39.439,NA,93.132,6.868
1961,"MOZAMBIQUE",718,409,280,NA,29,NA,0.09,7977777.77777778,NA,NA,39.879,NA,92.949,7.051
1962,"MOZAMBIQUE",542,415,102,NA,24,NA,0.07,7742857.14285714,NA,NA,40.238,NA,92.754,7.246
1963,"MOZAMBIQUE",453,371,59,NA,23,NA,0.06,7550000,NA,NA,40.508,NA,92.555,7.445
1964,"MOZAMBIQUE",584,366,193,NA,25,NA,0.07,8342857.14285714,NA,NA,40.698,NA,92.35,7.65
1965,"MOZAMBIQUE",547,346,171,NA,30,NA,0.06,9116666.66666667,NA,NA,40.822,NA,92.14,7.86
1966,"MOZAMBIQUE",580,317,232,NA,31,NA,0.07,8285714.28571428,NA,NA,40.904,NA,91.925,8.075
1967,"MOZAMBIQUE",511,303,174,NA,34,NA,0.06,8516666.66666667,NA,NA,40.975,NA,91.704,8.296
1968,"MOZAMBIQUE",758,404,315,NA,39,NA,0.08,9475000,NA,NA,41.061,NA,91.478,8.522
1969,"MOZAMBIQUE",884,448,395,NA,41,NA,0.1,8840000,NA,NA,41.178,NA,91.247,8.753
1970,"MOZAMBIQUE",814,421,339,NA,54,NA,0.09,9044444.44444444,NA,NA,41.343,NA,91.01,8.99
1971,"MOZAMBIQUE",986,453,476,NA,57,NA,0.1,9860000,NA,NA,41.567,NA,90.702,9.298
1972,"MOZAMBIQUE",900,389,447,NA,64,NA,0.09,1e+07,NA,NA,41.836,NA,90.329,9.671
1973,"MOZAMBIQUE",972,425,464,NA,83,NA,0.1,9720000,NA,NA,42.135,NA,89.944,10.056
1974,"MOZAMBIQUE",859,408,388,NA,63,NA,0.08,10737500,NA,NA,42.451,NA,89.544,10.456
1975,"MOZAMBIQUE",787,374,375,NA,38,NA,0.07,11242857.1428571,NA,NA,42.759,NA,89.131,10.869
1976,"MOZAMBIQUE",698,361,307,NA,29,NA,0.06,11633333.3333333,NA,NA,43.028,NA,88.703,11.297
1977,"MOZAMBIQUE",740,227,469,NA,44,NA,0.07,10571428.5714286,NA,NA,43.242,NA,88.261,11.739
1978,"MOZAMBIQUE",784,179,561,NA,44,NA,0.07,11200000,NA,NA,43.391,NA,87.803,12.197
1979,"MOZAMBIQUE",721,167,517,NA,37,NA,0.06,12016666.6666667,NA,NA,43.479,NA,87.331,12.669
1980,"MOZAMBIQUE",875,209,635,NA,32,NA,0.07,12500000,NA,NA,43.515,NA,86.842,13.158
1981,"MOZAMBIQUE",679,213,435,NA,32,NA,0.05,13580000,NA,NA,43.521,NA,85.949,14.051
1982,"MOZAMBIQUE",693,176,469,NA,48,NA,0.05,13860000,NA,NA,43.527,NA,84.965,15.035
1983,"MOZAMBIQUE",539,131,351,NA,57,NA,0.04,13475000,NA,NA,43.56,NA,83.926,16.074
1984,"MOZAMBIQUE",419,91,267,NA,61,NA,0.03,13966666.6666667,NA,NA,43.637,NA,82.828,17.172
1985,"MOZAMBIQUE",313,77,209,NA,27,NA,0.02,15650000,NA,NA,43.772,NA,81.674,18.326
1986,"MOZAMBIQUE",268,48,210,NA,10,NA,0.02,13400000,NA,NA,43.975,NA,80.459,19.541
1987,"MOZAMBIQUE",268,46,213,NA,10,NA,0.02,13400000,NA,NA,44.235,NA,79.185,20.815
1988,"MOZAMBIQUE",276,47,220,NA,9,NA,0.02,13800000,NA,NA,44.541,NA,77.848,22.152
1989,"MOZAMBIQUE",284,46,228,NA,10,NA,0.02,14200000,NA,NA,44.887,NA,76.455,23.545
1990,"MOZAMBIQUE",279,42,226,NA,11,NA,0.02,13950000,NA,0.209,45.261,100,75,25
1991,"MOZAMBIQUE",279,45,223,NA,11,NA,0.02,13950000,NA,0.212,45.647,NA,74.513,25.487
1992,"MOZAMBIQUE",274,43,227,NA,4,NA,0.02,13700000,NA,0.208,46.033,NA,74.02,25.98
1993,"MOZAMBIQUE",294,43,248,NA,3,NA,0.02,14700000,NA,0.214,46.41,NA,73.521,26.479
1994,"MOZAMBIQUE",290,43,239,NA,8,NA,0.02,14500000,NA,0.221,46.772,NA,73.016,26.984
1995,"MOZAMBIQUE",304,41,255,NA,8,NA,0.02,15200000,NA,0.229,47.123,100,72.505,27.495
1996,"MOZAMBIQUE",284,NA,260,NA,24,NA,0.02,14200000,NA,0.253,47.47,NA,71.987,28.013
1997,"MOZAMBIQUE",307,NA,277,NA,30,NA,0.02,15350000,6.6,0.266,47.826,NA,71.465,28.535
1998,"MOZAMBIQUE",309,NA,280,NA,29,NA,0.02,15450000,4.462,0.279,48.194,NA,71.258,28.742
1999,"MOZAMBIQUE",324,NA,295,NA,29,NA,0.02,16200000,5.579,0.291,48.572,NA,71.08,28.92
2000,"MOZAMBIQUE",368,NA,331,NA,37,NA,0.02,18400000,6.692,0.298,48.946,100,70.902,29.098
2001,"MOZAMBIQUE",431,NA,394,1,36,NA,0.02,21550000,5.7,0.311,49.295,NA,70.723,29.277
2002,"MOZAMBIQUE",433,NA,364,1,67,NA,0.02,21650000,8.885,0.318,49.61,NA,70.543,29.457
2003,"MOZAMBIQUE",523,NA,440,1,82,NA,0.03,17433333.3333333,8.1,0.333,49.889,NA,70.363,29.637
2004,"MOZAMBIQUE",524,NA,447,2,75,NA,0.03,17466666.6666667,11.002,0.343,50.143,NA,70.182,29.818
2005,"MOZAMBIQUE",497,NA,392,38,67,NA,0.02,24850000,12.022,0.357,50.387,100,70.001,29.999
2006,"MOZAMBIQUE",540,NA,414,44,82,NA,0.03,1.8e+07,13.026,0.365,50.641,NA,69.818,30.182
2007,"MOZAMBIQUE",617,7,502,19,90,NA,0.03,20566666.6666667,14.029,0.378,50.934,NA,69.636,30.364
2008,"MOZAMBIQUE",618,7,477,32,101,NA,0.03,20600000,13.571,0.388,51.292,NA,69.168,30.832
2009,"MOZAMBIQUE",690,7,536,41,106,NA,0.03,2.3e+07,15,0.397,51.738,NA,68.672,31.328
2010,"MOZAMBIQUE",746,7,577,42,120,NA,0.03,24866666.6666667,18.34,0.403,52.31,100,68.17,31.83
2011,"MOZAMBIQUE",879,34,662,50,133,NA,0.04,21975000,20.2,0.407,53.043,100,67.664,32.336
2012,"MOZAMBIQUE",851,11,632,47,161,NA,0.03,28366666.6666667,21.248,0.412,53.931,100,67.154,32.846
2013,"MOZAMBIQUE",1096,10,811,97,177,NA,0.04,27400000,22.319,0.423,54.949,100,66.64,33.36
2014,"MOZAMBIQUE",2298,225,1507,362,204,NA,0.08,28725000,23.405,0.427,56.062,100,66.122,33.878
1928,"MYANMAR",862,NA,862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1929,"MYANMAR",832,NA,832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1930,"MYANMAR",842,NA,842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1931,"MYANMAR",801,NA,801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1932,"MYANMAR",813,NA,813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1933,"MYANMAR",818,NA,818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1934,"MYANMAR",836,NA,836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1935,"MYANMAR",826,NA,826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1936,"MYANMAR",849,NA,849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1937,"MYANMAR",878,NA,878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1938,"MYANMAR",843,NA,843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1939,"MYANMAR",882,NA,882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1940,"MYANMAR",866,NA,866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1941,"MYANMAR",869,NA,869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1942,"MYANMAR",280,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1943,"MYANMAR",112,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,"MYANMAR",84,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945,"MYANMAR",81,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946,"MYANMAR",2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947,"MYANMAR",7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,"MYANMAR",42,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949,"MYANMAR",28,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950,"MYANMAR",219,112,106,1,NA,NA,0.01,21900000,NA,NA,NA,NA,NA,NA
